web-scraper-order,web-scraper-start-url,link_title,link_title-href,next_page,next_page-href
"1582241776-170","http://bafe.fr","[vidéo] Viol – Ce qui se passe dans le cerveau pendant un viol – sidération","https://www.youtube.com/watch?v=dYAlWw8YnCU&feature=youtu.be","Page suivante","http://bafe.fr/page/5/"
"1582241845-1005","http://bafe.fr","De la banalité des violences sexuelles","http://www.crepegeorgette.com/2016/12/01/banalite-violences-sexuelles/","Page suivante","http://bafe.fr/page/33/"
"1582241789-319","http://bafe.fr","Il faut en finir avec le cliché de la lesbienne qui couche avec des hommes","https://www.buzzfeed.com/mariekirschen/pourquoi-le-cine-et-la-tele-doivent-arreter-de-faire?utm_term=.ppNnMQ4q6#.qvAM2jKBd","Page suivante","http://bafe.fr/page/10/"
"1582241839-902","http://bafe.fr","L’antiracisme commence avec la déconstruction du privilège blanc","http://www.slate.fr/story/95643/antiracisme-privilege-blanc","Page suivante","http://bafe.fr/page/30/"
"1582241811-546","http://bafe.fr","Ce que j’ai appris en ne lisant que des auteurs féminins pendant un an","https://medium.com/france/un-an-auteurs-feminins-5cc015918e14","Page suivante","http://bafe.fr/page/18/"
"1582241813-596","http://bafe.fr","Militantisme, Loi Travail, Violences Policières Et Suprématisme Blanc","http://lechodessorcieres.net/militantisme-loi-travail-violences-policieres-et-suprematisme-blanc/","Page suivante","http://bafe.fr/page/19/"
"1582241771-109","http://bafe.fr","[BD] C’est quoi Intersexe ?","https://www.facebook.com/pg/tourbillonfou/photos/?tab=album&album_id=2226736964314977&__xts__%5B0%5D=68.ARBplCRy4X_gPISMQ7CaErJwWJm3ZRzd9V_ZbSy2d9DPjtlsTkJEL5IydQEgqZZUBVGRj7X_TfSKJ3S0mTYucj1uCnrO9c5cb_8i1hujHKpKL8OtKcAFxqwQDyePKFCCbCx4ZN0p4TpqQ9mxNYRA6bH3nW8JCqlbi-mZFs_as5IOqzyXo9jP1fLE3gdU5vJDgtagwcU9EVzKFHOMRlKgBU2R9uYL6b96&__tn__=-UC-R","Page suivante","http://bafe.fr/page/3/"
"1582241841-934","http://bafe.fr","Féministe et trans, c’est pas contradictoire ?","https://wakeningprincess.wordpress.com/2014/11/07/feministe-et-trans-cest-pas-contradictoire/","Page suivante","http://bafe.fr/page/31/"
"1582241839-926","http://bafe.fr","Le mythe d’être né’e dans le mauvais corps","http://uniqueensongenre.eklablog.fr/le-mythe-d-etre-ne-e-dans-le-mauvais-corps-a127325364","Page suivante","http://bafe.fr/page/30/"
"1582241818-650","http://bafe.fr","Nue sur Internet : la vie d’une camgirl française.","https://leculentredeuxchaises.com/journal-dune-camgirl/","Page suivante","http://bafe.fr/page/21/"
"1582241841-950","http://bafe.fr","[vidéo] Un cookie ? : Les métiers de l’enfance réservés aux femmes","https://youtu.be/Qbp_i9Peck0","Page suivante","http://bafe.fr/page/31/"
"1582241816-617","http://bafe.fr","[video] Féminisme : la 3e vague ?","http://sites.arte.tv/square/fr/feminisme-la-3e-vague-square","Page suivante","http://bafe.fr/page/20/"
"1582241816-607","http://bafe.fr","Choc toxique: pourquoi la coupe menstruelle et les tampons bio sont mis en cause?","https://blogs.mediapart.fr/edition/ceci-est-mon-sang/article/050717/choc-toxique-pourquoi-la-coupe-menstruelle-et-les-tampons-bio-sont-mis-en-cause","Page suivante","http://bafe.fr/page/20/"
"1582241793-357","http://bafe.fr","Comment je me suis éloignée du mouvement body positive","https://www.buzzfeed.com/kiyemis/comment-je-me-suis-eloignee-du-mouvement-body-positive","Page suivante","http://bafe.fr/page/11/"
"1582241843-974","http://bafe.fr","Poire le Player","http://lesquestionscomposent.fr/poire-le-player/","Page suivante","http://bafe.fr/page/32/"
"1582241811-541","http://bafe.fr","#ATELIER L’INTERSECTION : CHECKE TES PRIVILEGES !","https://www.facebook.com/intersectionscpo/posts/1780239302298048","Page suivante","http://bafe.fr/page/18/"
"1582241818-652","http://bafe.fr","Libres travailleuses du sexe","https://www.franceculture.fr/emissions/une-histoire-particuliere-un-recit-documentaire-en-deux-parties/libres-travailleuses-du","Page suivante","http://bafe.fr/page/21/"
"1582241848-1025","http://bafe.fr","Les cultures enclines au viol et les cultures sans viol. Le cas de la culture occidentale","https://antisexisme.net/2013/02/17/les-cultures-enclines-au-viol/","Page suivante","http://bafe.fr/page/34/"
"1582241839-916","http://bafe.fr","La biphobie, ça existe","https://chroniquesdelie.wordpress.com/2015/03/18/la-biphobie-ca-existe/","Page suivante","http://bafe.fr/page/30/"
"1582241825-735","http://bafe.fr","Du voile et des émotions impérissables qui insistent à se montrer","http://contre-attaques.org/magazine/article/du-voile-et","Page suivante","http://bafe.fr/page/24/"
"1582241793-333","http://bafe.fr","Ne m’appelez plus jamais beurette","http://www.clique.tv/ne-mappelez-plus-jamais-beurette/","Page suivante","http://bafe.fr/page/11/"
"1582241827-777","http://bafe.fr","La coercition à la beauté","https://antisexisme.net/2017/03/19/coercition-beaute/","Page suivante","http://bafe.fr/page/25/"
"1582241839-924","http://bafe.fr","[vidéo] Trans, c’est pas mon genre, infrarouge","https://www.youtube.com/watch?v=VEDRhsEyiiM","Page suivante","http://bafe.fr/page/30/"
"1582241766-57","http://bafe.fr","Le grand costaud et la petite chose : représentations des corps masculins et féminins dans le cinéma d’animation contemporain","http://bafe.fr/","",""
"1582241843-984","http://bafe.fr","Où sont les violeurs ?","http://www.crepegeorgette.com/2013/06/19/ou-sont-les-violeurs/","Page suivante","http://bafe.fr/page/32/"
"1582241802-479","http://bafe.fr","Slogans (4) Mon corps est à moi","https://cafaitgenre.org/2014/09/15/slogans-4-mon-corps-est-a-moi/","Page suivante","http://bafe.fr/page/15/"
"1582241776-166","http://bafe.fr","[podcast] Dans le genre de Gabrielle Deydier","http://www.nova.fr/podcast/dans-le-genre/dans-le-genre-de-gabrielle-deydier","Page suivante","http://bafe.fr/page/5/"
"1582241820-667","http://bafe.fr","Ne Me Dites Pas Que Je Suis Normale","http://lechodessorcieres.net/ne-me-dites-pas-que-je-suis-normale/","Page suivante","http://bafe.fr/page/22/"
"1582241839-905","http://bafe.fr","Non mixité : l’agressivité des agressées","http://www.crepegeorgette.com/2016/04/21/non-mixite/","Page suivante","http://bafe.fr/page/30/"
"1582241839-910","http://bafe.fr","The Black Feminist’s Guide to the Racist Sh*t That Too Many White Feminists Say","http://everydayfeminism.com/2015/06/black-feminists-guide-white-feminists","Page suivante","http://bafe.fr/page/30/"
"1582241839-914","http://bafe.fr","Qui sont les violeurs ?","https://web.archive.org/web/20160526014609/http://lechodessorcieres.net:80/qui-sont-les-violeurs/","Page suivante","http://bafe.fr/page/30/"
"1582241834-861","http://bafe.fr","Justice pour Adama","http://simonae.fr/au-quotidien/actualite/justice-pour-adama/","Page suivante","http://bafe.fr/page/28/"
"1582241837-878","http://bafe.fr","Pour les blancs qui s’opposent au racisme : comment arrêter d’avoir tout faux!","https://msdreydful.wordpress.com/2013/05/14/pour-les-blancs-qui-sopposent-au-racisme-comment-arreter-davoir-tout-faux/","Page suivante","http://bafe.fr/page/29/"
"1582241811-563","http://bafe.fr","[vidéo] [anglais] La lingerie n’est pas une armure / Lingerie is not Armor – Tropes vs Women in Video Games","https://www.youtube.com/watch?v=jko06dA_x88&feature=youtu.be","Page suivante","http://bafe.fr/page/18/"
"1582241825-734","http://bafe.fr","[vidéo] « Paroles de musulmanes »","http://contre-attaques.org/magazine/article/paroles-de-175","Page suivante","http://bafe.fr/page/24/"
"1582241793-360","http://bafe.fr","[vidéo] La Réunion des années 1960-1970 : émigration, déportation et contrôle des naissances","http://www.univ-lyon2.fr/culture-savoirs/podcasts/la-reunion-des-annees-1960-1970-emigration-deportation-et-controle-des-naissances-732706.kjsp?RH=podcasts","Page suivante","http://bafe.fr/page/11/"
"1582241776-157","http://bafe.fr","Le viol des vaches laitières","https://lesquestionscomposent.fr/le-viol-des-vaches-laitieres/","Page suivante","http://bafe.fr/page/5/"
"1582241786-279","http://bafe.fr","Quels sont les rapports entre sexe et genre?","https://cafaitgenre.org/2014/11/17/quels-sont-les-rapports-entre-sexe-et-genre/","Page suivante","http://bafe.fr/page/9/"
"1582241827-769","http://bafe.fr","[vidéo] Sexualités et consentement : la zone grise","https://www.youtube.com/watch?v=HSzqASpmEWA","Page suivante","http://bafe.fr/page/25/"
"1582241786-276","http://bafe.fr","Les usages du racialisme. Le cas de la main-d’œuvre coloniale en France pendant la Première Guerre mondiale","http://www.persee.fr/doc/genes_1155-3219_1995_num_20_1_1307#genes_1155-3219_1995_num_20_1_T1_0062_0000","Page suivante","http://bafe.fr/page/9/"
"1582241784-247","http://bafe.fr","Masculinité hégémonique","https://cafaitgenre.org/2015/02/23/masculinite-hegemonique/","Page suivante","http://bafe.fr/page/8/"
"1582241795-373","http://bafe.fr","LÉA DOMENACH DÉMONTE LES STÉRÉOTYPES DE GENRE À TRAVERS UN WEBDOC PASSIONNANT","http://cheekmagazine.fr/societe/stereotypes-genre-ecole-lea-domenach/","Page suivante","http://bafe.fr/page/12/"
"1582241827-779","http://bafe.fr","L’impuissance comme idéal de beauté des femmes – figures de la laideur féminine","https://antisexisme.net/2016/03/19/impuissance09/","Page suivante","http://bafe.fr/page/25/"
"1582241820-686","http://bafe.fr","[vidéo] Conférence-Débat « Ouvrir La Voix »","https://www.youtube.com/watch?v=ywfUEdyAgYk","Page suivante","http://bafe.fr/page/22/"
"1582241793-350","http://bafe.fr","[podcast] Fais pas ta beurette","https://www.arteradio.com/son/61657962/fais_pas_ta_beurette","Page suivante","http://bafe.fr/page/11/"
"1582241813-575","http://bafe.fr","Travail sexuel : pourquoi pénaliser les clients est une mauvaise idée","http://www.cabiria.asso.fr/article/travail-sexuel-pourquoi-penaliser","Page suivante","http://bafe.fr/page/19/"
"1582241811-548","http://bafe.fr","Le « female gaze » dans les séries, un contre-pouvoir révolutionnaire et nécessaire","http://biiinge.konbini.com/series/female-gaze-contre-pouvoir-revolutionnaire-necessaire/","Page suivante","http://bafe.fr/page/18/"
"1582241780-187","http://bafe.fr","[vidéo] Mathilde Larrère – De bamboula à l’histoire du racisme (et retour)","https://www.youtube.com/watch?v=5h1XVtB4gko","Page suivante","http://bafe.fr/page/6/"
"1582241825-740","http://bafe.fr","Qu’y A-T-Il De Mal À Faire De L’appropriation Culturelle? Ces 9 Réponses Révèlent Pourquoi C’est Blessant.","http://lechodessorcieres.net/quest-quil-y-a-de-mal-a-faire-de-lappropriation-culturelle-ces-9-reponses-revelent-pourquoi-cest-blessant/","Page suivante","http://bafe.fr/page/24/"
"1582241850-1054","http://bafe.fr","4 réponses à l’argument « Les musulman.e.s doivent aussi s’adapter »","http://www.lallab.org/4-reponses-a-largument-les-musulman-e-s-doivent-aussi-sadapter","Page suivante","http://bafe.fr/page/35/"
"1582241776-178","http://bafe.fr","[vidéo] La binarité, c’est pas mon genre","https://www.youtube.com/watch?v=8aM0mWvEdvo","Page suivante","http://bafe.fr/page/5/"
"1582241813-589","http://bafe.fr","27 films qui représentent les personnes LGBT de manière réaliste","https://www.buzzfeed.com/mariekirschen/27-films-qui-representent-les-personnes-lgbt-de-maniere-real","Page suivante","http://bafe.fr/page/19/"
"1582241766-33","http://bafe.fr","Teen movies, sex academy","https://www.binge.audio/teen-movies-sex-academy/","",""
"1582241784-254","http://bafe.fr","Développer une communauté bie","https://pr0z3.wordpress.com/2016/10/09/developper-une-communaute-bie/","Page suivante","http://bafe.fr/page/8/"
"1582241809-528","http://bafe.fr","Entretien avec Françoise Héritier « La domination masculine est encore partout »","http://1libertaire.free.fr/FHeritier05.html","Page suivante","http://bafe.fr/page/17/"
"1582241795-368","http://bafe.fr","[vidéo] Un cookie ? : Les hommes ont des besoins naturels","https://www.youtube.com/watch?v=aCurEvzz6AM&list=PLhBTPBBSq3xSDwUE1ok49XEIEICJ5XnGI&index=12","Page suivante","http://bafe.fr/page/12/"
"1582241793-352","http://bafe.fr","Féministes et lesbiennes blanches pour Adama Traoré","https://blogs.mediapart.fr/florence-pic/blog/270717/feministes-et-lesbiennes-blanches-pour-adama-traore","Page suivante","http://bafe.fr/page/11/"
"1582241766-37","http://bafe.fr","Place aux gros (4/4) – Aimer tous les corps","https://www.franceculture.fr/emissions/lsd-la-serie-documentaire/place-aux-gros-44-aimer-tous-les-corps","",""
"1582241827-774","http://bafe.fr","L’impolitesse du desespoir","http://uneheuredepeine.blogspot.pt/2013/03/limpolitesse-du-desespoir.html","Page suivante","http://bafe.fr/page/25/"
"1582241825-726","http://bafe.fr","Islam, voile : Elisabeth Badinter sème la division. Elle complique notre rôle d’enseignant","http://leplus.nouvelobs.com/contribution/1503068-islam-voile-elisabeth-badinter-seme-la-division-elle-complique-notre-role-d-enseignant.html","Page suivante","http://bafe.fr/page/24/"
"1582241766-44","http://bafe.fr","Rouge comme les règles","https://www.franceculture.fr/emissions/lsd-la-serie-documentaire/histoire-dun-tabou-menstruel","",""
"1582241780-198","http://bafe.fr","[vidéo] Sexe assigné à la naissance 101","https://www.youtube.com/watch?v=EK5rUWq5PuE&list=PLrrPIMR7aXGExOw5ahCT3FytfVHi02Wbo&index=3","Page suivante","http://bafe.fr/page/6/"
"1582241809-532","http://bafe.fr","[podcast] Peut-on être féministe et aimer le rap?","http://labodessavoirs.fr/emissions-du-labo/peut-on-etre-feministe-et-aimer-le-rap/","Page suivante","http://bafe.fr/page/17/"
"1582241845-1012","http://bafe.fr","Comprendre la culture du viol","http://www.crepegeorgette.com/2013/03/20/comprendre-culture-viol/","Page suivante","http://bafe.fr/page/33/"
"1582241771-102","http://bafe.fr","«On m’a expliqué qu’avec un parcours psy comme le mien, mon agresseur ne risquait rien»","http://www.slate.fr/story/171756/difficulte-femmes-handicapees-victimes-violences-sexistes-viol-justice-police?fbclid=IwAR3jRiaR32EQlDKwDfkaZt9Ot--HYIUFaIKZPYp_fWuCyB-Pg4jmM1DLU1s","Page suivante","http://bafe.fr/page/3/"
"1582241820-681","http://bafe.fr","Lettre ouverte à la psychologue qui explique le terrorisme par la folie","https://coupsdegueuledelau.wordpress.com/2015/11/22/lettre-ouverte-a-la-psychologue-qui-explique-le-terrorisme-par-la-folie/","Page suivante","http://bafe.fr/page/22/"
"1582241843-975","http://bafe.fr","Une victime de viol qui ne se débat pas, ça ne veut pas dire qu’elle consent","http://leplus.nouvelobs.com/contribution/925105-une-victime-de-viol-qui-ne-se-debat-pas-ca-ne-veut-pas-dire-qu-elle-consent.html","Page suivante","http://bafe.fr/page/32/"
"1582241813-599","http://bafe.fr","Pour Le Silence…","http://lechodessorcieres.net/pour-le-silence/","Page suivante","http://bafe.fr/page/19/"
"1582241837-882","http://bafe.fr","La Décence, Chèr-E-S Blanc-He-S…","http://lechodessorcieres.net/la-decence-cher-e-s-blanc-he-s-1ere-partie/","Page suivante","http://bafe.fr/page/29/"
"1582241800-441","http://bafe.fr","3 injonctions contradictoires faites aux femmes musulmanes","http://www.lallab.org/3-injonctions-contradictoires-faites-aux-femmes-musulmanes/","Page suivante","http://bafe.fr/page/14/"
"1582241827-754","http://bafe.fr","psst","http://www.crepegeorgette.com/2012/04/03/psst/","Page suivante","http://bafe.fr/page/25/"
"1582241816-605","http://bafe.fr","[vidéo] La misogynoir | Keyholes & Snapshots","https://www.youtube.com/watch?v=fSRNjfptv_8","Page suivante","http://bafe.fr/page/20/"
"1582241822-717","http://bafe.fr","Lettre ouverte à Lou Doillon et son féminisme périmé","http://www.terrafemina.com/article/lettre-ouverte-a-lou-doillon-et-son-feminisme-perime_a280059/1","Page suivante","http://bafe.fr/page/23/"
"1582241771-105","http://bafe.fr","[vidéo] [avec sous titres] AAH et dépendance organisée","https://www.youtube.com/watch?v=_VfDMRz5pT0","Page suivante","http://bafe.fr/page/3/"
"1582241809-522","http://bafe.fr","Je déteste les personnages féminins forts (traduction)","http://isabellebauthian.com/je-deteste-les-personnages-feminins-forts-traduction/","Page suivante","http://bafe.fr/page/17/"
"1582241829-800","http://bafe.fr","Pourquoi les femmes sont-elles toujours obligées de sourire?","http://www.slate.fr/story/116907/femmes-sommees-sourire","Page suivante","http://bafe.fr/page/26/"
"1582241780-208","http://bafe.fr","Expliquez-moi l’écriture non-sexiste","https://simonae.fr/militantisme/les-indispensables/ecriture-non-sexiste/","Page suivante","http://bafe.fr/page/6/"
"1582241795-375","http://bafe.fr","[podcast] CORPS, SEXUALITÉ, IDENTITÉ : LA CONSTRUCTION DES RAPPORTS FILLES/GARÇONS À L’ÉCOLE… ET AU-DELÀ","https://www.franceculture.fr/conferences/universite-bretagne-loire/corps-sexualite-identite-la-construction-des-rapports","Page suivante","http://bafe.fr/page/12/"
"1582241811-550","http://bafe.fr","La théorie des petites cuillères","https://gougeretteen50nuances.wordpress.com/la-theorie-des-petites-cuilleres-de-christine-miserandino/","Page suivante","http://bafe.fr/page/18/"
"1582241782-235","http://bafe.fr","Jérémy, séropositif, raconte la sérophobie dans une vidéo pour « libérer la parole sur un sujet encore tabou »","http://www.konbini.com/fr/tendances-2/video-jeremy-serophobie-liberer-parole-sujet-tabou/","Page suivante","http://bafe.fr/page/7/"
"1582241776-171","http://bafe.fr","6 raisons pour lesquelles les réunions en non-mixité sont importantes","http://www.lallab.org/6-raisons-pour-lesquelles-les-reunions-en-non-mixite-sont-importantes/","Page suivante","http://bafe.fr/page/5/"
"1582241837-872","http://bafe.fr","La nécessaire politisation de l’antiracisme","https://bouamamas.wordpress.com/2015/10/30/la-necessaire-politisation-de-lantiracisme/","Page suivante","http://bafe.fr/page/29/"
"1582241834-866","http://bafe.fr","Marianne et le garçon noir","http://www.liberation.fr/debats/2016/08/30/marianne-et-le-garcon-noir_1475516","Page suivante","http://bafe.fr/page/28/"
"1582241804-494","http://bafe.fr","[vidéo] Un cookie ? : le devoir de pédagogie","https://www.youtube.com/watch?v=-PdlFjC8ZYI&list=PLhBTPBBSq3xSDwUE1ok49XEIEICJ5XnGI&index=35","Page suivante","http://bafe.fr/page/16/"
"1582241789-318","http://bafe.fr","L’intersectionnalité, nuisible au féminisme ?","http://alohatallulah.blogspot.fr/2017/05/lintersectionnalite-nuisible-au.html","Page suivante","http://bafe.fr/page/10/"
"1582241845-1002","http://bafe.fr","Le côté sombre de la garde partagée: une atteinte à l’autonomie des mères","http://decolereetdespoir.blogspot.pt/2016/09/le-cote-sombre-de-la-garde-partagee-une.html","Page suivante","http://bafe.fr/page/33/"
"1582241782-236","http://bafe.fr","« Pourquoi n’y a-t-il pas eu de grands artistes femmes ? »","https://leseumcollectif.wordpress.com/2017/09/26/pourquoi-ny-a-t-il-pas-eu-de-grands-artistes-femmes/","Page suivante","http://bafe.fr/page/7/"
"1582241780-209","http://bafe.fr","Le mot “autrice“ vous choque-t-il ?","http://sexes.blogs.liberation.fr/2015/05/31/le-mot-autrice-vous-choque-t-il/","Page suivante","http://bafe.fr/page/6/"
"1582241769-83","http://bafe.fr","Donner la parole aux personnes intersexes","http://bafe.fr/page/2/","Page suivante","http://bafe.fr/page/2/"
"1582241789-309","http://bafe.fr","Du cyberharcèlement à l’autocensure","https://feministesvscyberh.tumblr.com/post/153858013935/infographie-avec-cette-nouvelle-infographie#notes","Page suivante","http://bafe.fr/page/10/"
"1582241827-767","http://bafe.fr","PARANORMAL TABOU","https://infokiosques.net/lire.php?id_article=1198","Page suivante","http://bafe.fr/page/25/"
"1582241798-394","http://bafe.fr","[vidéo] Un cookie ? : les féministes extrémistes qui veulent trop l’égalité","https://www.youtube.com/watch?v=C8Q01jfdhR8&index=30&list=PLhBTPBBSq3xSDwUE1ok49XEIEICJ5XnGI","Page suivante","http://bafe.fr/page/13/"
"1582241773-139","http://bafe.fr","Les juifs et l’argent : « Il faut éduquer dès l’école. Après, c’est trop tard »","https://www.nouvelobs.com/societe/20141204.OBS7030/les-juifs-et-l-argent-il-faut-eduquer-des-l-ecole-apres-c-est-trop-tard.html","Page suivante","http://bafe.fr/page/4/"
"1582241843-983","http://bafe.fr","[vidéo] Je veux savoir ce qu’est… la culture du viol","https://www.youtube.com/watch?v=AmhRX3LXzgk&feature=youtu.be","Page suivante","http://bafe.fr/page/32/"
"1582241804-493","http://bafe.fr","Ceci est le Féminisme™","https://msdreydful.wordpress.com/2013/09/07/ceci-est-le-feminisme/","Page suivante","http://bafe.fr/page/16/"
"1582241769-73","http://bafe.fr","Si vous rencontrez une personne traumatisée…","https://dcaius.fr/blog/2018/05/16/trauma/","Page suivante","http://bafe.fr/page/2/"
"1582241825-749","http://bafe.fr","LE BUSINESS DU VOLONTOURISME, L’HUMANITAIRE IMAGINAIRE","http://plus.lapresse.ca/screens/98b8c227-78a9-4bb8-8071-77c6d0570f59%7CI2rIIq53D6k0.html","Page suivante","http://bafe.fr/page/24/"
"1582241818-640","http://bafe.fr","La notion de victime dans un contexte d’oppression systémique","http://angryaboutthings.tumblr.com/post/126338246010/la-notion-de-victime-dans-un-contexte-doppression","Page suivante","http://bafe.fr/page/21/"
"1582241811-553","http://bafe.fr","Sois blanche et tais-toi !","http://lmsi.net/Sois-blanche-et-tais-toi","Page suivante","http://bafe.fr/page/18/"
"1582241837-873","http://bafe.fr","Que révèle l’idée selon laquelle «l’islamophobie n’est pas un racisme car les musulmans ne sont pas une race » ?","https://joaogabriell.com/2016/07/14/ce-que-releve-lune-des-phrases-preferees-des-islamophobes-lislamophobie-nest-pas-un-racisme-car-les-musulmans-ne-sont-pas-une-race/","Page suivante","http://bafe.fr/page/29/"
"1582241839-920","http://bafe.fr","Des homosexuels homophobes","https://failletransformante.wordpress.com/2017/03/13/des-homosexuels-homophobes/#like-975","Page suivante","http://bafe.fr/page/30/"
"1582241786-275","http://bafe.fr","Comprendre l’instrumentalisation du féminisme à des fins racistes pour résister","http://www.contretemps.eu/comprendre-linstrumentalisation-du-feminisme-a-des-fins-racistes-pour-resister/","Page suivante","http://bafe.fr/page/9/"
"1582241820-683","http://bafe.fr","Les jouets n’ont pas de sexe: comment lutter contre les stéréotypes?","http://www.lexpress.fr/actualite/societe/les-jouets-n-ont-pas-de-sexe-comment-lutter-contre-les-stereotypes_1632666.html","Page suivante","http://bafe.fr/page/22/"
"1582241837-890","http://bafe.fr","Parlons privilège blanc, voulez-vous?","https://msdreydful.wordpress.com/2013/03/29/parlons-privilege-blanc-voulez-vous/","Page suivante","http://bafe.fr/page/29/"
"1582241829-782","http://bafe.fr","L’impuissance comme idéal de beauté des femmes – le sourire","https://antisexisme.net/2016/02/21/impuissance-05/","Page suivante","http://bafe.fr/page/26/"
"1582241786-277","http://bafe.fr","[anglais] The Toll Of Historically Pitting Asians Against Blacks","http://www.huffingtonpost.com/entry/the-toll-of-historically-pitting-asians-against-blacks_us_58d2b56ae4b062043ad4af1b?utm_hp_ref=asian-voices","Page suivante","http://bafe.fr/page/9/"
"1582241784-251","http://bafe.fr","[vidéo] Mansplaining: quand l’homme explique aux femmes","https://www.youtube.com/watch?v=cMYcxVEPbAY","Page suivante","http://bafe.fr/page/8/"
"1582241766-52","http://bafe.fr","[podcast] Féminismes et handicaps : les corps indociles (19)","https://www.arteradio.com/son/61661891/feminismes_et_handicaps_les_corps_indociles_19","",""
"1582241825-746","http://bafe.fr","Envoyer des avions de nourriture en Somalie ne sauvera personne de la famine","http://www.ledevoir.com/international/actualites-internationales/494949/envoyer-des-avions-de-nourriture-en-somalie-ne-sauvera-personne-de-la-famine","Page suivante","http://bafe.fr/page/24/"
"1582241848-1050","http://bafe.fr","On a parlé féminisme avec Rokhaya Diallo","http://www.lesinrocks.com/2017/01/08/actualite/on-a-parle-feminisme-rokhaya-diallo-2-11903835","Page suivante","http://bafe.fr/page/34/"
"1582241837-879","http://bafe.fr","Le privilège masculin et le “privilège blanc”","http://www.millebabords.org/spip.php?article8087","Page suivante","http://bafe.fr/page/29/"
"1582241845-1017","http://bafe.fr","La zone grise du consentement","http://simonae.fr/a-sexualites/sexe/zone-grise-consentement/","Page suivante","http://bafe.fr/page/33/"
"1582241800-433","http://bafe.fr","EXPLIQUEZ-MOI POURQUOI NOUS SOMMES TOU·TE·S PROBLÉMATIQUES","http://simonae.fr/militantisme/feminismes/les-bases/nous-sommes-problematiques/","Page suivante","http://bafe.fr/page/14/"
"1582241786-283","http://bafe.fr","De la fragilité des privilégiés à la posture d’allié-e","https://www.lecourrier.ch/151521/de_la_fragilite_des_privilegies_a_la_posture_d_allie_e","Page suivante","http://bafe.fr/page/9/"
"1582241773-141","http://bafe.fr","Méchants et méchantes chez Disney (1) : Femmes fortes","http://www.lecinemaestpolitique.fr/mechants-et-mechantes-chez-disney-1-femmes-fortes/","Page suivante","http://bafe.fr/page/4/"
"1582241850-1063","http://bafe.fr","","","null","http://bafe.fr/page/35/"
"1582241811-545","http://bafe.fr","le « travail ménager », son « partage inégal » et comment le combattre","http://lmsi.net/Le-travail-menager-son-partage","Page suivante","http://bafe.fr/page/18/"
"1582241795-361","http://bafe.fr","[podcast] La poudre – Ovidie","https://soundcloud.com/nouvelles-ecoutes/episode-16-ovidie","Page suivante","http://bafe.fr/page/12/"
"1582241848-1036","http://bafe.fr","« La ville comme espace genré » : entretien avec Édith Maruéjouls","http://obs-urbain.fr/ville-espace-genre-entretien-edith-maruejouls/","Page suivante","http://bafe.fr/page/34/"
"1582241837-887","http://bafe.fr","La question blanche (deuxième partie)","http://lmsi.net/La-question-blanche-Deuxieme","Page suivante","http://bafe.fr/page/29/"
"1582241834-846","http://bafe.fr","11 manières dont les Blancs fuient leurs responsabilités face au racisme","http://www.etatdexception.net/11-manieres-dont-les-blancs-fuient-leurs-responsabilites-face-au-racisme/","Page suivante","http://bafe.fr/page/28/"
"1582241813-588","http://bafe.fr","18 films à regarder quand vous en avez marre des hommes","https://www.buzzfeed.com/anaisbordages/18-films-a-regarder-pour-vous-liberer-du-poids-du-patriarcat","Page suivante","http://bafe.fr/page/19/"
"1582241850-1055","http://bafe.fr","Dossier nouveaux féminismes / Pour elles féminisme et religion ne sont pas incompatibles","http://cheekmagazine.fr/societe/feminisme-religion","Page suivante","http://bafe.fr/page/35/"
"1582241793-351","http://bafe.fr","Génération nappy : le cheveu, nouvelle arme politique des afro-féministes","http://o.nouvelobs.com/lifestyle/20170412.OBS7907/generation-nappy-le-cheveux-nouvelle-arme-politique-des-afro-feministes.html","Page suivante","http://bafe.fr/page/11/"
"1582241773-133","http://bafe.fr","A vendre : pride colorée dans une ville pittoresque, proposition peu sérieuse s’abstenir","http://faispasgenre.fr/2018/06/27/a-vendre-pride-coloree-dans-une-ville-pittoresque-proposition-peu-serieuse-sabstenir/","Page suivante","http://bafe.fr/page/4/"
"1582241786-284","http://bafe.fr","La répartition des tâches entre les femmes et les hommes dans le travail de la conversation","https://infokiosques.net/lire.php?id_article=239","Page suivante","http://bafe.fr/page/9/"
"1582241848-1040","http://bafe.fr","Peur dans la ville : oui messieurs, si vous pouviez changer de trottoir…","http://tempsreel.nouvelobs.com/rue89/rue89-rue69/20140210.RUE1919/peur-dans-la-ville-oui-messieurs-si-vous-pouviez-changer-de-trottoir.html","Page suivante","http://bafe.fr/page/34/"
"1582241773-127","http://bafe.fr","[podcast] Un podcast à soi (n°9) : La révolution sera féministe","https://www.arteradio.com/son/61660140/un_podcast_soi_ndeg9_la_revolution_sera_feministe","Page suivante","http://bafe.fr/page/4/"
"1582241786-285","http://bafe.fr","[podcast] Réjane Sénac, politologue","https://www.franceinter.fr/emissions/les-savantes/les-savantes-22-juillet-2017","Page suivante","http://bafe.fr/page/9/"
"1582241834-856","http://bafe.fr","L’affaire Rachel Dolezal","http://lechodessorcieres.net/laffaire-rachel-dolezal/","Page suivante","http://bafe.fr/page/28/"
"1582241804-510","http://bafe.fr","Caméra Cliché 2 : quand le cinéma français renforce les stéréotypes","http://www.brain-magazine.fr/article/reportages/37080-Camera-Cliche-2-quand-le-cinema-francais-renforce-les-stereotypes","Page suivante","http://bafe.fr/page/16/"
